  YEAR MON DAY  INDEX    DOSE CODE
  N/A- no data: MOD-reconstructed value: OBS-observation: Modelled UVI not reliable
 1997   5  19  1.779 1603.17  OBS
 1997   5  20  0.959  955.69  OBS
 1997   5  21  1.362 1362.28  OBS
 1997   5  22  1.678 1542.92  OBS
 1997   5  23  1.844 1591.09  OBS
 1997   5  24  2.731 2055.37  OBS
 1997   5  25  2.649 2375.95  OBS
 1997   5  26  2.804 2123.90  OBS
 1997   5  27  2.210 1801.97  OBS
 1997   5  28  0.960 1170.20  OBS
 1997   5  29  1.887 1368.35  OBS
 1997   5  30  1.298 1023.35  OBS
 1997   5  31  1.168 1380.83  OBS
 1997   6   1  1.211 1469.19  OBS
 1997   6   2  2.702 2390.03  OBS
 1997   6   3  2.920 2639.63  OBS
 1997   6   4  2.964 2506.17  OBS
 1997   6   5  2.544 2467.62  OBS
 1997   6   6  2.393 2151.91  OBS
 1997   6   7  1.387 1536.73  OBS
 1997   6   8  2.296 2296.05  OBS
 1997   6   9  1.594 2289.32  OBS
 1997   6  10  1.053 1265.31  OBS
 1997   6  11  1.693 1199.29  OBS
 1997   6  12  1.615 2188.89  OBS
 1997   6  13  1.294 1640.57  OBS
 1997   6  14  2.488 2759.28  OBS
 1997   6  15  3.199 2919.82  OBS
 1997   6  16  3.074 2816.38  OBS
 1997   6  17  2.934 2648.69  OBS
 1997   6  18  3.082 2861.86  OBS
 1997   6  19  2.181 2298.75  OBS
 1997   6  20  2.801 2626.34  OBS
 1997   6  21  2.904 2758.30  OBS
 1997   6  22  3.233 2976.93  OBS
 1997   6  23  1.898 2186.13  OBS
 1997   6  24  3.076 2792.24  OBS
 1997   6  25  1.266 1479.74  OBS
 1997   6  26  0.989 1742.57  OBS
 1997   6  27  1.534 1296.85  OBS
 1997   6  28  0.828  951.31  OBS
 1997   6  29  1.423 1826.39  OBS
 1997   6  30  1.823 1989.42  OBS
 1997   7   1  1.648 1742.61  OBS
 1997   7   2  0.614 1555.25  OBS
 1997   7   3  1.423 1292.20  OBS
 1997   7   4  1.775 1828.28  OBS
 1997   7   5  2.279 1686.97  OBS
 1997   7   6  1.139 1636.56  OBS
 1997   7   7  1.117 1451.98  OBS
 1997   7   8  2.921 2503.26  OBS
 1997   7   9  3.030 2365.95  OBS
 1997   7  10  0.228  685.14  OBS
 1997   7  11  1.095 1148.63  OBS
 1997   7  12  0.828  707.12  OBS
 1997   7  13  0.592  690.64  OBS
 1997   7  14  1.434 1447.16  OBS
 1997   7  15  1.551 1470.00  OBS
 1997   7  16  0.917  830.10  OBS
 1997   7  17  0.507  459.59  OBS
 1997   7  18  1.337 1319.02  OBS
 1997   7  19  0.628  789.14  OBS
 1997   7  20  2.539 1532.22  OBS
 1997   7  21  1.615 1733.61  OBS
 1997   7  22  0.412  528.59  OBS
 1997   7  23  2.265  648.25  MOD
 1997   7  24  2.549 2106.65  OBS
 1997   7  25  2.745 2253.11  OBS
 1997   7  26  2.612 2257.96  OBS
 1997   7  27  2.500 1231.24  OBS
 1997   7  28  0.479  440.38  OBS
 1997   7  29  1.663 1799.62  OBS
 1997   7  30  1.223  946.61  OBS
 1997   7  31  0.673  709.55  OBS
 1997   8   1  0.349  400.04  OBS
 1997   8   2  1.832 1598.36  OBS
 1997   8   3  2.132 1512.08  OBS
 1997   8   4  0.179  173.26  OBS
 1997   8   5  0.474  434.51  OBS
 1997   8   6  0.544  490.52  OBS
 1997   8   7  1.732  754.08  OBS
 1997   8   8  0.126  244.86  OBS
 1997   8   9  0.560  528.16  OBS
 1997   8  10  0.560  539.90  OBS
 1997   8  11  1.724 1170.94  OBS
 1997   8  12  0.767  675.29  OBS
 1997   8  13  1.500 1138.89  OBS
 1997   8  14  1.585 1099.71  OBS
 1997   8  15  0.937  609.01  OBS
 1997   8  16  1.518 1180.77  OBS
 1997   8  17  0.958  711.69  OBS
 1997   8  18  0.126  157.32  OBS
 1997   8  19  0.551  406.23  OBS
 1997   8  20  0.250  325.91  OBS
 1997   8  21  1.131  773.86  OBS
 1997   8  22  1.434  956.90  OBS
 1997   8  23  1.176  883.78  OBS
 1997   8  24  1.298  959.52  OBS
 1997   8  25  0.856  658.69  OBS
 1997   8  26  1.133  690.08  OBS
 1997   8  27  0.568  462.16  OBS
 1997   8  28  0.941  545.98  OBS
 1997   8  29  0.606  618.00  OBS
 1997   8  30  0.564  292.17  OBS
 1997   8  31  0.141  171.49  OBS
 1997   9   1  0.659  426.23  OBS
 1997   9   2  0.903  643.78  OBS
 1997   9   3  0.861  600.43  OBS
 1997   9   4  0.809  537.45  OBS
 1997   9   5  0.841  547.39  OBS
 1997   9   6  0.541  321.19  OBS
 1997   9   7  0.070   67.85  OBS
 1997   9   8  0.667  420.64  OBS
 1997   9   9  0.604  430.95  OBS
 1997   9  10  0.677  422.10  OBS
 1997   9  11  0.422  342.82  OBS
 1997   9  12  0.505  360.72  OBS
 1997   9  13  0.568  363.83  OBS
 1997   9  14  0.412  229.77  OBS
 1997   9  15  0.333  189.54  OBS
 1997   9  16  0.178  103.13  OBS
 1997   9  17  0.267  167.30  OBS
 1997   9  18  0.189  160.27  OBS
 1997   9  19  0.214  162.35  OBS
 1997   9  20  0.226  155.04  OBS
 1997   9  21  0.286  144.02  OBS
 1997   9  22  0.281  145.36  OBS
 1997   9  23  0.180  125.07  OBS
 1997   9  24  0.322  171.87  OBS
 1997   9  25  0.226  138.97  OBS
 1997   9  26  0.194  119.16  OBS
 1997   9  27  0.047   30.54  OBS
 1997   9  28  0.049   22.25  OBS
 1997   9  29  0.203  113.27  OBS
 1997   9  30  0.076   38.63  OBS
 1997  10   1 -1.000   -1.00  N/A
 1997  10   2 -1.000   -1.00  N/A
 1997  10   3 -1.000   -1.00  N/A
 1997  10   4 -1.000   -1.00  N/A
 1997  10   5 -1.000   -1.00  N/A
 1997  10   6 -1.000   -1.00  N/A
 1997  10   7 -1.000   -1.00  N/A
 1997  10   8 -1.000   -1.00  N/A
 1997  10   9 -1.000   -1.00  N/A
 1997  10  10 -1.000   -1.00  N/A
 1997  10  11 -1.000   -1.00  N/A
 1997  10  12 -1.000   -1.00  N/A
 1997  10  13 -1.000   -1.00  N/A
 1997  10  14 -1.000   -1.00  N/A
 1997  10  15 -1.000   -1.00  N/A
 1997  10  16 -1.000   -1.00  N/A
 1997  10  17 -1.000   -1.00  N/A
 1997  10  18 -1.000   -1.00  N/A
 1997  10  19 -1.000   -1.00  N/A
 1997  10  20 -1.000   -1.00  N/A
 1997  10  21 -1.000   -1.00  N/A
 1997  10  22 -1.000   -1.00  N/A
 1997  10  23 -1.000   -1.00  N/A
 1997  10  24 -1.000   -1.00  N/A
 1997  10  25 -1.000   -1.00  N/A
 1997  10  26 -1.000   -1.00  N/A
 1997  10  27 -1.000   -1.00  N/A
 1997  10  28 -1.000   -1.00  N/A
 1997  10  29 -1.000   -1.00  N/A
 1997  10  30 -1.000   -1.00  N/A
 1997  10  31 -1.000   -1.00  N/A
 1997  11   1 -1.000   -1.00  N/A
 1997  11   2 -1.000   -1.00  N/A
 1997  11   3 -1.000   -1.00  N/A
 1997  11   4 -1.000   -1.00  N/A
 1997  11   5 -1.000   -1.00  N/A
 1997  11   6 -1.000   -1.00  N/A
 1997  11   7 -1.000   -1.00  N/A
 1997  11   8 -1.000   -1.00  N/A
 1997  11   9 -1.000   -1.00  N/A
 1997  11  10 -1.000   -1.00  N/A
 1997  11  11 -1.000   -1.00  N/A
 1997  11  12 -1.000   -1.00  N/A
 1997  11  13 -1.000   -1.00  N/A
 1997  11  14 -1.000   -1.00  N/A
 1997  11  15 -1.000   -1.00  N/A
 1997  11  16 -1.000   -1.00  N/A
 1997  11  17 -1.000   -1.00  N/A
 1997  11  18 -1.000   -1.00  N/A
 1997  11  19 -1.000   -1.00  N/A
 1997  11  20 -1.000   -1.00  N/A
 1997  11  21 -1.000   -1.00  N/A
 1997  11  22 -1.000   -1.00  N/A
 1997  11  23 -1.000   -1.00  N/A
 1997  11  24 -1.000   -1.00  N/A
 1997  11  25 -1.000   -1.00  N/A
 1997  11  26 -1.000   -1.00  N/A
 1997  11  27 -1.000   -1.00  N/A
 1997  11  28 -1.000   -1.00  N/A
 1997  11  29 -1.000   -1.00  N/A
 1997  11  30 -1.000   -1.00  N/A
 1997  12   1 -1.000   -1.00  N/A
 1997  12   2 -1.000   -1.00  N/A
 1997  12   3 -1.000   -1.00  N/A
 1997  12   4 -1.000   -1.00  N/A
 1997  12   5 -1.000   -1.00  N/A
 1997  12   6 -1.000   -1.00  N/A
 1997  12   7 -1.000   -1.00  N/A
 1997  12   8 -1.000   -1.00  N/A
 1997  12   9 -1.000   -1.00  N/A
 1997  12  10 -1.000   -1.00  N/A
 1997  12  11 -1.000   -1.00  N/A
 1997  12  12 -1.000   -1.00  N/A
 1997  12  13 -1.000   -1.00  N/A
 1997  12  14 -1.000   -1.00  N/A
 1997  12  15 -1.000   -1.00  N/A
 1997  12  16 -1.000   -1.00  N/A
 1997  12  17 -1.000   -1.00  N/A
 1997  12  18 -1.000   -1.00  N/A
 1997  12  19 -1.000   -1.00  N/A
 1997  12  20 -1.000   -1.00  N/A
 1997  12  21 -1.000   -1.00  N/A
 1997  12  22 -1.000   -1.00  N/A
 1997  12  23 -1.000   -1.00  N/A
 1997  12  24 -1.000   -1.00  N/A
 1997  12  25 -1.000   -1.00  N/A
 1997  12  26 -1.000   -1.00  N/A
 1997  12  27 -1.000   -1.00  N/A
 1997  12  28 -1.000   -1.00  N/A
 1997  12  29 -1.000   -1.00  N/A
 1997  12  30 -1.000   -1.00  N/A
 1997  12  31 -1.000   -1.00  N/A
 1998   1   1 -1.000   -1.00  N/A
 1998   1   2 -1.000   -1.00  N/A
 1998   1   3 -1.000   -1.00  N/A
 1998   1   4 -1.000   -1.00  N/A
 1998   1   5 -1.000   -1.00  N/A
 1998   1   6 -1.000   -1.00  N/A
 1998   1   7 -1.000   -1.00  N/A
 1998   1   8 -1.000   -1.00  N/A
 1998   1   9 -1.000   -1.00  N/A
 1998   1  10 -1.000   -1.00  N/A
 1998   1  11 -1.000   -1.00  N/A
 1998   1  12 -1.000   -1.00  N/A
 1998   1  13 -1.000   -1.00  N/A
 1998   1  14 -1.000   -1.00  N/A
 1998   1  15 -1.000   -1.00  N/A
 1998   1  16 -1.000   -1.00  N/A
 1998   1  17 -1.000   -1.00  N/A
 1998   1  18 -1.000   -1.00  N/A
 1998   1  19 -1.000   -1.00  N/A
 1998   1  20 -1.000   -1.00  N/A
 1998   1  21 -1.000   -1.00  N/A
 1998   1  22 -1.000   -1.00  N/A
 1998   1  23 -1.000   -1.00  N/A
 1998   1  24 -1.000   -1.00  N/A
 1998   1  25 -1.000   -1.00  N/A
 1998   1  26 -1.000   -1.00  N/A
 1998   1  27 -1.000   -1.00  N/A
 1998   1  28 -1.000   -1.00  N/A
 1998   1  29 -1.000   -1.00  N/A
 1998   1  30 -1.000   -1.00  N/A
 1998   1  31 -1.000   -1.00  N/A
 1998   2   1 -1.000   -1.00  N/A
 1998   2   2 -1.000   -1.00  N/A
 1998   2   3 -1.000   -1.00  N/A
 1998   2   4 -1.000   -1.00  N/A
 1998   2   5 -1.000   -1.00  N/A
 1998   2   6 -1.000   -1.00  N/A
 1998   2   7 -1.000   -1.00  N/A
 1998   2   8 -1.000   -1.00  N/A
 1998   2   9 -1.000   -1.00  N/A
 1998   2  10 -1.000   -1.00  N/A
 1998   2  11 -1.000   -1.00  N/A
 1998   2  12 -1.000   -1.00  N/A
 1998   2  13 -1.000   -1.00  N/A
 1998   2  14 -1.000   -1.00  N/A
 1998   2  15 -1.000   -1.00  N/A
 1998   2  16 -1.000   -1.00  N/A
 1998   2  17 -1.000   -1.00  N/A
 1998   2  18 -1.000   -1.00  N/A
 1998   2  19 -1.000   -1.00  N/A
 1998   2  20 -1.000   -1.00  N/A
 1998   2  21 -1.000   -1.00  N/A
 1998   2  22 -1.000   -1.00  N/A
 1998   2  23 -1.000   -1.00  N/A
 1998   2  24 -1.000   -1.00  N/A
 1998   2  25 -1.000   -1.00  N/A
 1998   2  26 -1.000   -1.00  N/A
 1998   2  27 -1.000   -1.00  N/A
 1998   2  28 -1.000   -1.00  N/A
 1998   3   1  0.113   89.73  OBS
 1998   3   2  0.121   90.49  OBS
 1998   3   3  0.133   95.55  OBS
 1998   3   4  0.145  101.29  OBS
 1998   3   5  0.113   90.36  OBS
 1998   3   6  0.150  105.74  OBS
 1998   3   7  0.162  112.40  OBS
 1998   3   8  0.173  119.48  OBS
 1998   3   9  0.169  103.93  OBS
 1998   3  10  0.219  132.14  OBS
 1998   3  11  0.215  133.38  OBS
 1998   3  12  0.190  113.03  OBS
 1998   3  13  0.164  116.21  OBS
 1998   3  14  0.146   88.92  OBS
 1998   3  15  0.231  123.88  OBS
 1998   3  16  0.322  165.65  OBS
 1998   3  17  0.306  156.75  OBS
 1998   3  18  0.236  179.42  OBS
 1998   3  19  0.403  216.81  OBS
 1998   3  20  0.426  245.04  OBS
 1998   3  21  0.463  286.20  OBS
 1998   3  22  0.317  218.75  OBS
 1998   3  23  0.301  233.37  OBS
 1998   3  24  0.214  178.68  OBS
 1998   3  25  0.280  201.28  OBS
 1998   3  26  0.256  224.85  OBS
 1998   3  27  0.485  304.71  OBS
 1998   3  28  0.505  317.04  OBS
 1998   3  29  0.418  297.51  OBS
 1998   3  30  0.447  310.01  OBS
 1998   3  31  0.552  375.93  OBS
 1998   4   1  0.621  410.63  OBS
 1998   4   2  0.523  365.02  OBS
 1998   4   3  0.569  340.13  OBS
 1998   4   4  0.513  406.49  OBS
 1998   4   5  0.637  441.08  OBS
 1998   4   6  0.635  467.95  OBS
 1998   4   7  0.713  497.94  OBS
 1998   4   8  0.651  514.04  OBS
 1998   4   9  0.748  542.46  OBS
 1998   4  10  0.809  595.54  OBS
 1998   4  11  0.791  592.07  OBS
 1998   4  12  0.891  653.21  OBS
 1998   4  13  0.856  632.49  OBS
 1998   4  14  0.883  668.00  OBS
 1998   4  15  0.524  517.19  OBS
 1998   4  16  1.026  772.17  OBS
 1998   4  17  1.264  908.24  OBS
 1998   4  18  1.440  973.91  OBS
 1998   4  19  1.288  979.16  OBS
 1998   4  20  1.402 1044.19  OBS
 1998   4  21  1.376 1046.00  OBS
 1998   4  22  1.350 1061.11  OBS
 1998   4  23 -1.000   -1.00  N/A
 1998   4  24  1.186  903.78  OBS
 1998   4  25  0.820  840.36  OBS
 1998   4  26  1.456 1128.08  OBS
 1998   4  27  1.532 1158.16  OBS
 1998   4  28  1.535 1232.41  OBS
 1998   4  29  0.962  955.94  OBS
 1998   4  30  1.587 1202.55  OBS
 1998   5   1  1.435 1246.78  OBS
 1998   5   2  1.621 1319.05  OBS
 1998   5   3  0.847  626.39  OBS
 1998   5   4  1.447 1264.94  OBS
 1998   5   5  1.690 1403.94  OBS
 1998   5   6  1.772 1474.86  OBS
 1998   5   7  1.835 1536.21  OBS
 1998   5   8  1.522 1165.15  OBS
 1998   5   9  1.803 1584.97  OBS
 1998   5  10  1.963 1659.69  OBS
 1998   5  11  1.397 1348.73  OBS
 1998   5  12  1.923 1763.50  OBS
 1998   5  13  1.782 1436.06  OBS
 1998   5  14  1.578 1392.01  OBS
 1998   5  15  0.984  797.97  OBS
 1998   5  16  1.203 1104.02  OBS
 1998   5  17  1.937 1484.09  OBS
 1998   5  18  1.822 1495.72  OBS
 1998   5  19  2.427 2080.30  OBS
 1998   5  20  2.307 2059.37  OBS
 1998   5  21  2.437 1731.04  OBS
 1998   5  22  2.239 1859.65  OBS
 1998   5  23  2.483 2086.98  OBS
 1998   5  24  1.606 1522.31  OBS
 1998   5  25  2.809 2247.43  OBS
 1998   5  26  1.645 1518.07  OBS
 1998   5  27  1.971 1947.68  OBS
 1998   5  28  1.929 2031.40  OBS
 1998   5  29  0.995 1315.56  OBS
 1998   5  30  2.667 2042.97  OBS
 1998   5  31  2.947 2669.86  OBS
 1998   6   1  2.995 2554.67  OBS
 1998   6   2  2.846 2706.19  OBS
 1998   6   3  2.067 2009.91  OBS
 1998   6   4  2.796 2727.30  OBS
 1998   6   5  2.007 1901.95  OBS
 1998   6   6  2.428 2283.13  OBS
 1998   6   7  1.764 1820.12  OBS
 1998   6   8  2.287 1859.93  OBS
 1998   6   9  3.172 2596.05  OBS
 1998   6  10  1.749 2057.28  OBS
 1998   6  11  2.981 2737.66  OBS
 1998   6  12  0.807 1251.75  OBS
 1998   6  13  1.379 1686.00  OBS
 1998   6  14  3.160 2588.95  OBS
 1998   6  15  1.892 2197.32  OBS
 1998   6  16  2.652 1819.80  OBS
 1998   6  17 -1.000   -1.00  N/A
 1998   6  18  2.575 2467.41  OBS
 1998   6  19  2.341 2393.55  OBS
 1998   6  20  2.618 3130.24  OBS
 1998   6  21  2.688 2630.12  OBS
 1998   6  22  3.374 3401.30  OBS
 1998   6  23  3.233 3054.25  OBS
 1998   6  24  3.250 3045.17  OBS
 1998   6  25  3.349 2694.67  OBS
 1998   6  26  3.399 2775.37  OBS
 1998   6  27  2.120 2926.56  OBS
 1998   6  28  3.284 2889.84  OBS
 1998   6  29  2.108 2148.40  OBS
 1998   6  30  2.592 2518.35  OBS
 1998   7   1  1.569 1665.38  OBS
 1998   7   2  1.710 2129.78  OBS
 1998   7   3  2.841 2811.60  OBS
 1998   7   4  2.112 2427.00  OBS
 1998   7   5  3.074 2828.35  OBS
 1998   7   6  2.945 2690.79  OBS
 1998   7   7  2.103 2258.39  OBS
 1998   7   8  0.665  783.10  OBS
 1998   7   9  1.691 1830.27  OBS
 1998   7  10  2.691 1483.72  OBS
 1998   7  11  2.750 2391.03  OBS
 1998   7  12  1.930 2067.58  OBS
 1998   7  13  1.915 1827.03  OBS
 1998   7  14  2.829 2463.77  OBS
 1998   7  15  2.791 2450.31  OBS
 1998   7  16  2.713 2328.45  OBS
 1998   7  17  1.567 1220.38  OBS
 1998   7  18  1.774 1627.26  OBS
 1998   7  19  1.939 1771.29  OBS
 1998   7  20  2.302 2045.67  OBS
 1998   7  21  2.238 1732.18  OBS
 1998   7  22  2.588 2270.76  OBS
 1998   7  23  1.809 2079.52  OBS
 1998   7  24  1.520 1429.53  OBS
 1998   7  25  1.731 1543.04  OBS
 1998   7  26  2.432 1847.89  OBS
 1998   7  27  1.902 2193.23  OBS
 1998   7  28  2.027 1283.76  OBS
 1998   7  29 -1.000   -1.00  N/A
 1998   7  30  1.119 1124.53  OBS
 1998   7  31  0.657  709.62  OBS
 1998   8   1  1.315 1168.98  OBS
 1998   8   2  1.487 1392.03  OBS
 1998   8   3  1.879 1422.45  OBS
 1998   8   4  0.436  713.90  OBS
 1998   8   5  1.049  982.97  OBS
 1998   8   6  0.589  577.94  OBS
 1998   8   7  1.588 1201.13  OBS
 1998   8   8  1.071 1213.55  OBS
 1998   8   9  1.869 1293.21  OBS
 1998   8  10  1.154  810.35  OBS
 1998   8  11  0.851  821.26  OBS
 1998   8  12  1.487  796.21  OBS
 1998   8  13  0.739  812.91  OBS
 1998   8  14  1.385 1054.75  OBS
 1998   8  15  1.856 1375.48  OBS
 1998   8  16  1.665 1303.69  OBS
 1998   8  17  1.137  836.50  OBS
 1998   8  18  1.471 1136.03  OBS
 1998   8  19  1.198  992.83  OBS
 1998   8  20  1.380  860.39  OBS
 1998   8  21  0.800  641.99  OBS
 1998   8  22  0.732  589.70  OBS
 1998   8  23  0.389  372.16  OBS
 1998   8  24  0.422  360.95  OBS
 1998   8  25  0.979  640.36  OBS
 1998   8  26  1.252  874.07  OBS
 1998   8  27  1.159  816.51  OBS
 1998   8  28  1.113  723.90  OBS
 1998   8  29  0.769  562.26  OBS
 1998   8  30  0.272  225.11  OBS
 1998   8  31  0.188  178.05  OBS
 1998   9   1  0.929  644.15  OBS
 1998   9   2  0.577  363.28  OBS
 1998   9   3  0.748  534.42  OBS
 1998   9   4  0.136  115.08  OBS
 1998   9   5  0.366  313.08  OBS
 1998   9   6  0.790  418.64  OBS
 1998   9   7  0.756  514.10  OBS
 1998   9   8  0.714  462.62  OBS
 1998   9   9  0.706  413.37  OBS
 1998   9  10  0.649  436.05  OBS
 1998   9  11  0.482  335.47  OBS
 1998   9  12  0.318  248.53  OBS
 1998   9  13  0.534  350.62  OBS
 1998   9  14  0.577  366.24  OBS
 1998   9  15  0.442  301.03  OBS
 1998   9  16  0.362  258.22  OBS
 1998   9  17  0.480  317.46  OBS
 1998   9  18  0.474  278.64  OBS
 1998   9  19  0.287  176.00  OBS
 1998   9  20  0.424  220.14  OBS
 1998   9  21  0.243  150.13  OBS
 1998   9  22  0.176  155.68  OBS
 1998   9  23  0.268  154.05  OBS
 1998   9  24  0.189  128.76  OBS
 1998   9  25  0.293  152.09  OBS
 1998   9  26  0.171  115.67  OBS
 1998   9  27  0.313  170.57  OBS
 1998   9  28  0.183   93.82  OBS
 1998   9  29  0.301  158.47  OBS
 1998   9  30  0.250  121.64  OBS
 1998  10   1 -1.000   -1.00  N/A
 1998  10   2 -1.000   -1.00  N/A
 1998  10   3 -1.000   -1.00  N/A
 1998  10   4 -1.000   -1.00  N/A
 1998  10   5 -1.000   -1.00  N/A
 1998  10   6 -1.000   -1.00  N/A
 1998  10   7 -1.000   -1.00  N/A
 1998  10   8 -1.000   -1.00  N/A
 1998  10   9 -1.000   -1.00  N/A
 1998  10  10 -1.000   -1.00  N/A
 1998  10  11 -1.000   -1.00  N/A
 1998  10  12 -1.000   -1.00  N/A
 1998  10  13 -1.000   -1.00  N/A
 1998  10  14 -1.000   -1.00  N/A
 1998  10  15 -1.000   -1.00  N/A
 1998  10  16 -1.000   -1.00  N/A
 1998  10  17 -1.000   -1.00  N/A
 1998  10  18 -1.000   -1.00  N/A
 1998  10  19 -1.000   -1.00  N/A
 1998  10  20 -1.000   -1.00  N/A
 1998  10  21 -1.000   -1.00  N/A
 1998  10  22 -1.000   -1.00  N/A
 1998  10  23 -1.000   -1.00  N/A
 1998  10  24 -1.000   -1.00  N/A
 1998  10  25 -1.000   -1.00  N/A
 1998  10  26 -1.000   -1.00  N/A
 1998  10  27 -1.000   -1.00  N/A
 1998  10  28 -1.000   -1.00  N/A
 1998  10  29 -1.000   -1.00  N/A
 1998  10  30 -1.000   -1.00  N/A
 1998  10  31 -1.000   -1.00  N/A
 1998  11   1 -1.000   -1.00  N/A
 1998  11   2 -1.000   -1.00  N/A
 1998  11   3 -1.000   -1.00  N/A
 1998  11   4 -1.000   -1.00  N/A
 1998  11   5 -1.000   -1.00  N/A
 1998  11   6 -1.000   -1.00  N/A
 1998  11   7 -1.000   -1.00  N/A
 1998  11   8 -1.000   -1.00  N/A
 1998  11   9 -1.000   -1.00  N/A
 1998  11  10 -1.000   -1.00  N/A
 1998  11  11 -1.000   -1.00  N/A
 1998  11  12 -1.000   -1.00  N/A
 1998  11  13 -1.000   -1.00  N/A
 1998  11  14 -1.000   -1.00  N/A
 1998  11  15 -1.000   -1.00  N/A
 1998  11  16 -1.000   -1.00  N/A
 1998  11  17 -1.000   -1.00  N/A
 1998  11  18 -1.000   -1.00  N/A
 1998  11  19 -1.000   -1.00  N/A
 1998  11  20 -1.000   -1.00  N/A
 1998  11  21 -1.000   -1.00  N/A
 1998  11  22 -1.000   -1.00  N/A
 1998  11  23 -1.000   -1.00  N/A
 1998  11  24 -1.000   -1.00  N/A
 1998  11  25 -1.000   -1.00  N/A
 1998  11  26 -1.000   -1.00  N/A
 1998  11  27 -1.000   -1.00  N/A
 1998  11  28 -1.000   -1.00  N/A
 1998  11  29 -1.000   -1.00  N/A
 1998  11  30 -1.000   -1.00  N/A
 1998  12   1 -1.000   -1.00  N/A
 1998  12   2 -1.000   -1.00  N/A
 1998  12   3 -1.000   -1.00  N/A
 1998  12   4 -1.000   -1.00  N/A
 1998  12   5 -1.000   -1.00  N/A
 1998  12   6 -1.000   -1.00  N/A
 1998  12   7 -1.000   -1.00  N/A
 1998  12   8 -1.000   -1.00  N/A
 1998  12   9 -1.000   -1.00  N/A
 1998  12  10 -1.000   -1.00  N/A
 1998  12  11 -1.000   -1.00  N/A
 1998  12  12 -1.000   -1.00  N/A
 1998  12  13 -1.000   -1.00  N/A
 1998  12  14 -1.000   -1.00  N/A
 1998  12  15 -1.000   -1.00  N/A
 1998  12  16 -1.000   -1.00  N/A
 1998  12  17 -1.000   -1.00  N/A
 1998  12  18 -1.000   -1.00  N/A
 1998  12  19 -1.000   -1.00  N/A
 1998  12  20 -1.000   -1.00  N/A
 1998  12  21 -1.000   -1.00  N/A
 1998  12  22 -1.000   -1.00  N/A
 1998  12  23 -1.000   -1.00  N/A
 1998  12  24 -1.000   -1.00  N/A
 1998  12  25 -1.000   -1.00  N/A
 1998  12  26 -1.000   -1.00  N/A
 1998  12  27 -1.000   -1.00  N/A
 1998  12  28 -1.000   -1.00  N/A
 1998  12  29 -1.000   -1.00  N/A
 1998  12  30 -1.000   -1.00  N/A
 1998  12  31 -1.000   -1.00  N/A
 1999   1   1 -1.000   -1.00  N/A
 1999   1   2 -1.000   -1.00  N/A
 1999   1   3 -1.000   -1.00  N/A
 1999   1   4 -1.000   -1.00  N/A
 1999   1   5 -1.000   -1.00  N/A
 1999   1   6 -1.000   -1.00  N/A
 1999   1   7 -1.000   -1.00  N/A
 1999   1   8 -1.000   -1.00  N/A
 1999   1   9 -1.000   -1.00  N/A
 1999   1  10 -1.000   -1.00  N/A
 1999   1  11 -1.000   -1.00  N/A
 1999   1  12 -1.000   -1.00  N/A
 1999   1  13 -1.000   -1.00  N/A
 1999   1  14 -1.000   -1.00  N/A
 1999   1  15 -1.000   -1.00  N/A
 1999   1  16 -1.000   -1.00  N/A
 1999   1  17 -1.000   -1.00  N/A
 1999   1  18 -1.000   -1.00  N/A
 1999   1  19 -1.000   -1.00  N/A
 1999   1  20 -1.000   -1.00  N/A
 1999   1  21 -1.000   -1.00  N/A
 1999   1  22 -1.000   -1.00  N/A
 1999   1  23 -1.000   -1.00  N/A
 1999   1  24 -1.000   -1.00  N/A
 1999   1  25 -1.000   -1.00  N/A
 1999   1  26 -1.000   -1.00  N/A
 1999   1  27 -1.000   -1.00  N/A
 1999   1  28 -1.000   -1.00  N/A
 1999   1  29 -1.000   -1.00  N/A
 1999   1  30 -1.000   -1.00  N/A
 1999   1  31 -1.000   -1.00  N/A
 1999   2   1 -1.000   -1.00  N/A
 1999   2   2 -1.000   -1.00  N/A
 1999   2   3 -1.000   -1.00  N/A
 1999   2   4 -1.000   -1.00  N/A
 1999   2   5 -1.000   -1.00  N/A
 1999   2   6 -1.000   -1.00  N/A
 1999   2   7 -1.000   -1.00  N/A
 1999   2   8 -1.000   -1.00  N/A
 1999   2   9 -1.000   -1.00  N/A
 1999   2  10 -1.000   -1.00  N/A
 1999   2  11 -1.000   -1.00  N/A
 1999   2  12 -1.000   -1.00  N/A
 1999   2  13 -1.000   -1.00  N/A
 1999   2  14 -1.000   -1.00  N/A
 1999   2  15 -1.000   -1.00  N/A
 1999   2  16 -1.000   -1.00  N/A
 1999   2  17 -1.000   -1.00  N/A
 1999   2  18 -1.000   -1.00  N/A
 1999   2  19 -1.000   -1.00  N/A
 1999   2  20 -1.000   -1.00  N/A
 1999   2  21 -1.000   -1.00  N/A
 1999   2  22 -1.000   -1.00  N/A
 1999   2  23 -1.000   -1.00  N/A
 1999   2  24 -1.000   -1.00  N/A
 1999   2  25 -1.000   -1.00  N/A
 1999   2  26 -1.000   -1.00  N/A
 1999   2  27 -1.000   -1.00  N/A
 1999   2  28 -1.000   -1.00  N/A
 1999   3   1  0.078   44.80  OBS
 1999   3   2  0.075   43.39  OBS
 1999   3   3  0.089   52.85  OBS
 1999   3   4  0.108   71.49  OBS
 1999   3   5  0.083   58.53  OBS
 1999   3   6  0.101   56.83  OBS
